user_id,item_id,rating
Soo,16411,4
noone.krista,31644,5
lilyannemilner,21296,5
coliekumar,21296,5
Maria,28967,5
xoxotinka,7443,4
coliekumar,24853,5
Margaret,16411,4
Margarita,7443,1
Pamela,24853,4
Carolynn,7443,4
loren325,7443,4
Veronika,24853,4
Susanna,28967,5
geisha.me,31644,3
Rose,7443,1
jade.tuff,21296,5
apache_rose_peacock_,21296,5
iamkatefoster,21296,5
Thora,31644,3
eas6,28967,5
Courtney,24853,1
caitlinanelson,28252,5
Ariana,28252,3
Ayse,28967,3
curliegirlie14,21296,5
Kelly,28252,5
Kay,28967,5
cojaclynsy,7443,5
Cindy,16411,4
jill.avallone,16411,5
blusie2007,31644,4
peoplewithhands,16411,3
email.kerith.hogan,16411,5
Cassie,7443,4
Daniela,31644,4
lcerickson,21296,3
maliawelch,7443,3
Carli,28967,5
richeal,31644,5
kristin_fallstick,28252,5
Nanette,28967,5
taaran,24853,5
Meredith,28967,5
ginamarieflorio,28967,5
Malia,7443,4
ModCloth,27590,3
aminz1889,21296,3
Jess,28252,5
Jocelyn,28967,5
Ruth,16411,4
Jin,28252,5
lena_callaghan,16411,4
do14.melissa.kelsey,21296,1
avaloncreek,27439,4
Kayte,28252,5
mmhodson59,16411,5
thekeena,28252,5
Brittany,28967,4
mswong88,31644,4
twitchdemon,31644,5
Undisclosed,7443,4
elisamazzaferro,28252,5
giantamit,28252,3
dependableland,28967,5
Jade,7443,5
emma,21296,5
cm62442,28967,5
jamie,21296,4
Madison,21296,4
sonjakasky,21296,4
tiffanycampo,31644,5
sgswangstu,24853,5
Mally,16411,4
Reagan,7443,1
beattyj,16411,4
MEREDITH,31644,5
Cassie,28252,5
tasha_yellow,21296,5
caitlin,28967,5
megan,31644,3
Lindsay,21296,4
lshep612,28967,5
agatha.hodsman,28967,5
chelseadawn31,34931,4
Alison,28252,4
veggiedancergirl,16411,3
anat.wechsler,24853,4
Q,28252,5
Kristy,32403,5
Kathryn,32406,5
alexis.emily89,21296,4
Jeni,31644,4
Kerri,21296,5
Tanya,16411,3
Brandy,31644,5
Priscilla,27439,5
Sophie,27590,5
T.N.,7443,2
frances,16411,5
cait.ellison,7443,5
Kim,16411,5
Elisabeth,21296,5
Carisa,32406,5
cynthia.v.whitman,28252,5
frances,28967,5
Yun,32403,5
alex.bueno.hill,32403,5
Joanna,28967,5
Erika,16411,5
Korey,32406,5
Ginger,32406,4
tineke,32406,5
Felicity,32403,4
Alex,21296,5
Jaya,32405,5
cassidy.lauren,32406,4
dputvin,35272,5
Alexandria,32406,5
m.moore83,32405,3
jnelson2386,32403,5
Tabetha,32403,5
Danielle,27590,5
Gwen,7443,5
Shelby,28252,5
stargumball,7443,5
isunshinei,16411,3
isunshinei,32403,5
Meagan,31644,3
Bryony,32403,5
Judy,32406,5
Olivia,22563,4
Dawn,32405,5
scholewa675,22563,3
Maude,32406,5
Dianelis,32406,5
Barb,31644,4
kimbrametaxas,35272,5
jessicaorr195,28967,5
Sadie,7443,5
Tamara,28252,5
cfarkas3,28252,5
Ilissa,24853,5
JS,32406,5
contact.amandafritz,16411,5
zgentes,22563,5
Jules,28967,5
Nandini,28967,3
Mallory,32405,2
kjwst8,31644,4
sheeren,31644,5
bjbjzeeland,28967,5
janelle.hammerstrom,35272,5
Katerina,31644,5
jjhuang,32403,5
Jenn,32403,4
calliejfoster,21296,2
Sally,32403,5
Haylee,28967,5
hookmouse,21296,5
Lindsay,31644,4
bennettmb,28967,5
courtney.lynne,34931,4
Dolores,28252,5
sdsshopping,32405,4
Hilary,32405,4
Abena,21296,5
cwgrl787,32403,1
Miracle,32406,5
Whitney,16411,2
Teresa,7443,3
rpenskar,21296,5
anne_benaroya,32406,5
NaaDei,32403,2
lizmaywilliams,32403,5
kporod,31644,3
farahbarghi,16411,4
jodie,7443,5
bcornwell,32403,5
kimberlea,22563,5
stephanieweber2,31644,5
Kaitlin,21296,5
shesh.k,32403,5
Lorraine,27590,5
Teagan,16411,5
douglas.162,27439,5
Elisa,31644,2
Chelsey,28252,5
denise.gabrielson,32406,4
Elaine,28967,5
kshamsey,16411,3
shannoneboston,28252,5
Dawn,34931,5
Tara,31644,1
Maile,32405,5
A,32403,5
kathwheeler,32403,5
Cristin,27590,4
kate.eschbach,16411,2
Sky,32403,5
chelsmitch,32403,5
talicia.dutson.wilson,16411,2
sabrina.g.olivia,32406,2
ym.mesa,32403,5
aJENNYforyourthoughts,24853,3
ksteele,32406,5
Jermelyn,27590,5
aJENNYforyourthoughts,11960,2
Casey,28252,4
Sophie,28967,5
twrose2,28967,4
emmasize,32403,5
ali.kroeger,22563,4
nishly24,32403,2
lindseyahaney,32406,5
Priya,27439,3
lasessa,32403,5
cpwomack,32406,4
Rachelle,28967,4
eileenroney,22563,5
katelynloconnor,36172,5
triciawikoff,27439,3
prometheus112,16411,2
michellelfitzgerald,27439,2
acoker07,27439,4
siena.m,22563,5
staab.sam,35272,5
emeraldtablets,24853,4
violetarockos,32405,5
R,28967,5
Abbegail,22563,3
tulip1924,16411,2
Gretchen,31752,4
Kristina,16411,3
Aliya,7443,3
ModMarne,32236,5
kokopowder,21296,4
dundesign,32403,5
Justine,31752,3
stephanesia,27439,5
Bronwyn,7443,3
shaeoliver,11960,5
jdurkee,28252,4
Amber,32236,5
tonyamccollum,24853,5
billy6brats,35272,5
jsdickmann,16411,3
Eve,32405,5
Rhys,27439,3
Julianna,32236,3
Arianna,27439,5
Carolina,32236,5
Carrie,28967,5
Marrette,32236,5
hannah.o.malyn,32406,3
rcahalan,28967,5
rice.jamieb,32406,5
shelbyks,32406,5
hmcdonah09,7443,2
Jacqueline,27590,5
lana504,32405,5
Alisa,32236,5
Meg,16411,1
Sonya,28252,5
jen.kelledy,22563,5
Priscilla,31644,3
Jill,28967,5
Christina,32236,4
coliekumar,28252,4
faith.gundran,24853,2
Lindsay,7443,4
Margaret,28967,5
Kayte,21296,5
amandacash0719,28967,5
Paola,22563,2
darcylarmstrong,32406,5
lauren.rozyla,32405,3
e.l.farina29,11960,2
Mishal,32406,4
Asenath,32405,4
lakerichmond,32236,5
Lily,32236,5
Kim,32406,4
nmacmillan,16411,2
nicolecookephoto,32236,5
Lynne,16411,3
katiebugoo,32405,4
keerthi.potluri,28967,4
Candace,16411,3
Janice,16411,5
Kristy,28967,4
kimberlinn,32403,3
Kathleen,28967,5
shetara2,31644,4
Kelsey,27590,4
Alyssa,28252,5
Madison,32236,5
Caleigh,32406,5
Keri,32406,5
Katie,27439,3
Leticia,27439,2
kirstiem,32403,5
MEREDITH,32406,5
Jolanda,27590,3
ardent015,7443,4
Allie,16411,2
KT,32405,5
Jolanda,28967,5
Allie,32406,4
lopez.ashley,32403,5
Gillie,32406,5
nehadakwala,32403,5
Becca,16411,4
Yana,16411,4
s_adjoua,16411,3
Suzanne,16411,4
Alex,32405,5
claudette.gagnon,32403,4
kristajacoby,7443,5
meggie_02,32236,5
hallowangel,32403,5
mariahsmith116,7443,5
Tita,7443,3
Nadine,28967,5
folkertsma,11960,2
Alexandra,11960,4
Josephine,7443,4
jroc,32403,3
ausiact20,32406,5
Laurie,32403,5
Josephine,32403,5
Alaina,32405,3
kayla.smoke,34931,4
Monica,34937,5
kaitlyn,22563,5
rhino_nose,16411,5
Gabrielle,28967,5
carymatthews,28967,5
Therese,7443,5
kathyloguework,32405,4
hannahelizabethback,28967,4
shafermindy,21296,5
Renee,32406,5
Christina,34931,5
danson,34937,5
amber,27590,1
emccarley,34931,5
steviejane,22563,5
Kristin,28967,4
treebe5,32403,4
shannona_31,32403,4
nichiee_nguyen,32403,5
elaginestra,28967,5
ckaiser07,32406,5
camille,32403,5
denningk,32406,5
Jillian,32403,5
Perry,35272,4
kelsey.r.bitter,22563,5
uyen_lu,34935,5
rosalind.heather.lowe,31644,5
nmcculla,32406,5
ModJulie,34935,5
my.subscribed.email,16411,5
Lars,32236,4
Melinda,27439,3
smlehaines,16411,4
Jackie,32405,5
annearchy8,32403,5
emmargregory,32403,4
Nakai,32405,5
Jake,32403,2
raberkowitz,28967,5
ametrine13,28967,5
Hana,16411,2
Andrea,16411,3
Jolanda,21296,5
Alexis,21296,4
leahjadams01,32406,5
Emmy,28967,3
firulaiz71,32403,3
kaileymo,31644,4
bethany.mccaslin,32403,4
c_craik,32403,5
tristan4837,24853,4
Ashleigh,32236,5
jill.avallone,21296,5
aurora.samar,32236,4
Lycee,31644,5
Karla,7443,5
Jenny,28967,5
Kellie,34931,5
Danny,28967,5
nichole,32403,5
Rebekka,31752,5
jpsherman83,7443,4
beth0002,32403,5
Tereasa,32405,5
jeanne.michelle.b,27439,4
Melinda,32236,5
eel2386,27439,5
jenfenslade,24853,4
tontoxyz,27590,5
Annabelle,36172,4
molly.canty,21296,5
Rana,32406,5
Bethany,24853,5
Jenna,34937,5
emilie,28967,5
bales,22563,5
lindsaybaechtel,32405,5
Kendall,32405,5
Caseyopia,32236,5
elizabeth.ryan.3,7443,2
emilymiller5252,32406,5
T,32403,5
egomanicgirl,32236,5
Hemali,27590,5
mer.trotter,32406,5
Tina,28967,5
Khalila,27439,5
Allie,34935,5
ravenmaniac424,35272,5
lpendleton85,11960,4
alonnap,32405,4
ariessumbad,32406,3
Andria,27590,4
Andria,31644,4
Jen,32236,5
Navaz,11960,5
sesca3,27439,5
Ruthie,32403,4
alyshaf,27439,5
megetzel,27439,4
katie,27439,4
Mandy,27439,5
khuestis,11960,3
nana815,32405,5
a,24853,4
monifatunu,16411,4
rosslin78,16411,5
Meghan,7443,3
Tamara,22563,5
naomienaomienaomie,11960,4
ckaiser07,22563,5
Shaun,32403,5
ms_les_chung,32406,4
Bethany,32236,5
Karla,32236,5
Janine,32405,4
rosewgnr,32236,4
Karin,7443,4
Krystal,32236,5
tran.t.ngo,11960,5
Leanne,22563,5
Jenny,11960,5
rosemary.star,11960,4
mariannedell,24853,2
Bethany,11960,3
Mandy_ModStylist,34937,5
kkhof27,32236,5
Mattie,32236,5
hajrameeks,16411,4
Cattie,34935,4
autumnrae13,32236,5
britakjohnson,28967,4
Jodie,32236,5
theperfectgrey,32236,5
Stacie,28967,5
mellmo99,32405,1
Gabriela,11960,3
taryncatriley,28252,5
Dani,16411,3
Ashleigh,11960,5
susie,32236,5
Mayra,32236,5
marygoodwindesigns,16411,2
Katheryne,36172,5
lauren,11960,4
aboucher.11,34931,5
penning.spell,28967,5
sharon.jiangsharon,32406,4
Carolyn,28967,5
annacrawford665,11960,2
Tika,35272,5
Azlan,27590,5
ModAmy,27590,5
amydevita,16411,5
Molly,7443,4
juicy.lane,21296,4
Jenn,34935,5
kate,32236,5
elizabeth_showers08,32236,5
Jenn,21296,5
Jacleen,32236,5
Dawn,32236,5
Britny,7443,5
Deirdre,28967,2
joan.v.mclaughlin,32236,2
Jane,7443,5
ladywilwarin,28967,4
Silvana,28967,5
Kelli,21296,5
megan,32406,5
katelynmwest,34935,5
Keila,32236,4
Ti,7443,5
sherry,21296,2
nerual86,16411,5
Arianna,32403,5
Melissa,28252,5
melissa.obrien33,32236,5
Ila,32236,5
Monica,32236,5
nerual86,28967,3
RittleBerri,28967,5
Loren,31644,5
Madeline,28967,4
erinlucinda,32236,3
Mandy,28967,5
amanda_banker,32236,5
Ashleigh,28967,5
omg.itsnatasha,32405,5
caitlin.bales,32406,5
msexton802,32403,4
W,28967,5
Andrea,27439,5
Cyndi,7443,3
lyric_gillies,32236,5
cworne,11960,5
Naomi,32405,5
akkis,32236,5
temperamental_rocker,31644,4
megandulgar,31644,5
Sunita,34935,5
Carly,27590,2
shetara2,32406,5
tracypost,34931,5
hcbotchford,32406,5
p_heemskerk,32403,5
Angelinna,32406,4
Tuuli,32236,5
Claravel,24853,5
Kasondra,28252,5
Gaby,21296,4
moonstar_721,24853,3
casercer,28967,4
jenny.ann.martin,32403,4
isotope11,7443,4
katrina.catalano,7443,4
thaotran89,21296,5
douglas.162,34937,3
Lucy,7443,3
woodlandsgirl_sara,27590,5
megan,11960,3
imsorry_mrjones,7443,5
Amber,11960,5
ericalawson,32403,5
laura.sudlow,24853,4
Melanie,24853,5
Lars,34937,5
Kori,28967,4
rachel.perovich,21296,4
Mala,31644,4
Jade,34935,5
n.stewart,27590,5
kkishfy,32405,5
misskathypants,7443,3
Juli,32405,5
Brenda,21296,5
meg.oshea,32403,4
Allison,16411,1
Ariel,32406,5
hushem,32406,5
hana_kramer,21296,4
kellychocolate,7443,3
filet0fishie,32405,4
kdu3f,32403,4
Clara,16411,4
Niki,7443,5
sonyasweet1,35272,5
tavie.meier,28967,5
giulianotrisha,32403,5
storesignup,16411,3
Claire,7443,4
Lizz,32403,5
Jillian,34931,5
Micaela,7443,1
Kirsty,16411,5
Erynn,32406,4
Alexis,28252,5
Alissa,32406,4
Dorothy,11960,4
miles.sarah,16411,4
tonyamccollum,7443,5
carrielynnpowers,11960,4
Myra,27590,4
rhea.crider,32403,5
Abigail,16411,3
mariahsmith116,24853,5
kaileymo,7443,4
Joyce,32403,4
Jacqueline,16411,5
Firefly,16411,5
kszilli,35272,4
temperamental_rocker,21296,5
marisrae,16411,4
